variant	LocationID_coronA	LocationName_coronA	sample_id	sample_date	value
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_15929_S97099	2021-08-25	0.99451
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-25	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_15930_S97144	2021-08-29	0.99337
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-08-29	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_16299_S97388	2021-09-05	0.9956
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-05	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_16360_S98049	2021-09-07	0.99621
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-09-07	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2020-12-16	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2020-12-16	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_2231_S74681	2020-12-16	0.11533
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_2231_S74681	2020-12-16	0.54774
B.1.221	ATTP_8-Bregenz	Bregenz	CoV_2231_S74681	2020-12-16	0.095584
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_2231_S74681	2020-12-16	0.046892
B.1.351	ATTP_8-Bregenz	Bregenz		2020-12-16	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2020-12-16	0
B.1.621	ATTP_8-Bregenz	Bregenz		2020-12-16	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2020-12-20	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2020-12-20	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_3049_S75374	2020-12-20	0.1966
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_3049_S75374	2020-12-20	0.50598
B.1.221	ATTP_8-Bregenz	Bregenz	CoV_3049_S75374	2020-12-20	0.12115
B.1.258.17	ATTP_8-Bregenz	Bregenz		2020-12-20	0
B.1.351	ATTP_8-Bregenz	Bregenz		2020-12-20	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2020-12-20	0
B.1.621	ATTP_8-Bregenz	Bregenz		2020-12-20	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_3050_S75329	2021-01-06	0.26392
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-01-06	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-01-10	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-01-10	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_3051_S75460	2021-01-10	0.22613
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-01-10	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-01-10	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_3051_S75460	2021-01-10	0.12466
B.1.351	ATTP_8-Bregenz	Bregenz		2021-01-10	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-01-10	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-01-10	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-01-17	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-01-17	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_3287_S76332	2021-01-17	0.31829
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_3287_S76332	2021-01-17	0.20729
B.1.221	ATTP_8-Bregenz	Bregenz		2021-01-17	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_3287_S76332	2021-01-17	0.12103
B.1.351	ATTP_8-Bregenz	Bregenz		2021-01-17	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-01-17	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-01-17	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-01-31	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-01-31	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_3684_S76885	2021-01-31	0.156210584515438
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_3684_S76885	2021-01-31	0.689194325898025
B.1.221	ATTP_8-Bregenz	Bregenz		2021-01-31	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_3684_S76885	2021-01-31	0.154586450576222
B.1.351	ATTP_8-Bregenz	Bregenz		2021-01-31	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-01-31	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-01-31	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-02	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-02-02	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_3796_S77778	2021-02-02	0.28515
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_3796_S77778	2021-02-02	0.38831
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-02	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-02-02	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-02-02	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-02	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-02	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-06	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-02-06	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_3797_S77791	2021-02-06	0.175990699153384
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_3797_S77791	2021-02-06	0.823999364044676
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-06	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-02-06	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-02-06	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-06	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-06	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-10	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_4209_S78818	2021-02-10	0.257780729310461
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_4209_S78818	2021-02-10	0.483819216965012
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-02-10	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-10	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_4209_S78818	2021-02-10	0.258392591984599
B.1.351	ATTP_8-Bregenz	Bregenz		2021-02-10	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-10	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-10	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-14	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_4210_S78819	2021-02-14	0.32344
B.1.160	ATTP_8-Bregenz	Bregenz		2021-02-14	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-02-14	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-14	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_4210_S78819	2021-02-14	0.4089
B.1.351	ATTP_8-Bregenz	Bregenz		2021-02-14	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-14	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-14	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_4479_S79566	2021-02-18	0.94989
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-18	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-20	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-02-20	0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-02-20	0
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_4480_S79570	2021-02-20	0.585615306381897
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-20	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_4480_S79570	2021-02-20	0.414378337147216
B.1.351	ATTP_8-Bregenz	Bregenz		2021-02-20	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-20	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-20	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-24	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-02-24	0
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_5032_S80094	2021-02-24	0.247255260750229
B.1.177.86	ATTP_8-Bregenz	Bregenz	CoV_5032_S80094	2021-02-24	0.351178623324902
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-24	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_5032_S80094	2021-02-24	0.243992519240084
B.1.351	ATTP_8-Bregenz	Bregenz	CoV_5032_S80094	2021-02-24	0.157566869382703
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-24	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-24	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-02-28	0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-02-28	0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-02-28	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-02-28	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-02-28	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_5033_S80098	2021-02-28	0.487472298723549
B.1.351	ATTP_8-Bregenz	Bregenz	CoV_5033_S80098	2021-02-28	0.512521854041317
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-02-28	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-02-28	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-04	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_5664_S80945	2021-03-04	0.150970646613629
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_5664_S80945	2021-03-04	0.301033581306782
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-04	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-04	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_5664_S80945	2021-03-04	0.25522035211154
B.1.351	ATTP_8-Bregenz	Bregenz	CoV_5664_S80945	2021-03-04	0.292771385692846
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-04	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-04	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-06	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_5665_S80897	2021-03-06	0.25365408979945
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_5665_S80897	2021-03-06	0.408215135502611
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-06	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-06	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_5665_S80897	2021-03-06	0.338123049349526
B.1.351	ATTP_8-Bregenz	Bregenz		2021-03-06	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-06	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-06	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-08	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_6150_S81246	2021-03-08	0.413924761370017
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_6150_S81246	2021-03-08	0.297041874759892
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-08	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-08	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_6150_S81246	2021-03-08	0.289027453529951
B.1.351	ATTP_8-Bregenz	Bregenz		2021-03-08	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-08	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-08	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-12	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_6151_S81265	2021-03-12	0.480418018939818
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_6151_S81265	2021-03-12	0.354852462336195
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-12	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-12	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_6151_S81265	2021-03-12	0.164724189568711
B.1.351	ATTP_8-Bregenz	Bregenz		2021-03-12	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-12	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-12	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-14	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_6152_S81231	2021-03-14	0.790324242632411
B.1.160	ATTP_8-Bregenz	Bregenz		2021-03-14	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-14	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-14	0
B.1.258.17	ATTP_8-Bregenz	Bregenz	CoV_6152_S81231	2021-03-14	0.209667170433468
B.1.351	ATTP_8-Bregenz	Bregenz		2021-03-14	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-14	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-14	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-18	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_6534_S81951	2021-03-18	0.770211985751205
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_6534_S81951	2021-03-18	0.229779283369421
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-18	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-18	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-03-18	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-03-18	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-18	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-18	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-21	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_6535_S81939	2021-03-21	0.512878606386256
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_6535_S81939	2021-03-21	0.487114548752524
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-21	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-21	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-03-21	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-03-21	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-21	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-21	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-03-25	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_6720_S82077	2021-03-25	0.626433500740687
B.1.160	ATTP_8-Bregenz	Bregenz	CoV_6720_S82077	2021-03-25	0.373559273042599
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-03-25	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-03-25	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-03-25	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-03-25	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-03-25	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-03-25	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_7226_S83133	2021-04-02	0.9201
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-02	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_7227_S83154	2021-04-04	0.97743
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-04	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_7714_S83535	2021-04-06	0.97574
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-06	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_7715_S83552	2021-04-08	0.98105
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-08	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_7716_S83573	2021-04-10	0.99375
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-10	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_8147_S84105	2021-04-14	0.98786
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-14	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_8348_S84774	2021-04-20	0.96664
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-20	0
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_8349_S84825	2021-04-24	0.99142
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-24	0
B.1.1.318	ATTP_8-Bregenz	Bregenz	CoV_8880_S85816	2021-04-28	0.0794243603149219
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_8880_S85816	2021-04-28	0.920566029031861
B.1.160	ATTP_8-Bregenz	Bregenz		2021-04-28	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-04-28	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-04-28	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-04-28	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-04-28	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-04-28	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-04-28	0
B.1.1.318	ATTP_8-Bregenz	Bregenz	CoV_8881_S85819	2021-05-02	0.0644252172925911
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_8881_S85819	2021-05-02	0.93556491138016
B.1.160	ATTP_8-Bregenz	Bregenz		2021-05-02	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-05-02	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-05-02	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-05-02	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-05-02	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-05-02	0
B.1.621	ATTP_8-Bregenz	Bregenz		2021-05-02	0
B.1.1.318	ATTP_8-Bregenz	Bregenz	CoV_9168_S86184	2021-05-06	0.0970610024960075
B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_9168_S86184	2021-05-06	0.823959527679946
B.1.160	ATTP_8-Bregenz	Bregenz		2021-05-06	0
B.1.177.86	ATTP_8-Bregenz	Bregenz		2021-05-06	0
B.1.221	ATTP_8-Bregenz	Bregenz		2021-05-06	0
B.1.258.17	ATTP_8-Bregenz	Bregenz		2021-05-06	0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-05-06	0
B.1.617.2	ATTP_8-Bregenz	Bregenz		2021-05-06	0
B.1.621	ATTP_8-Bregenz	Bregenz	CoV_9168_S86184	2021-05-06	0.078970533169733
B.1.1.318	ATTP_8-Bregenz	Bregenz		2021-05-08	0
